Date,Nodes,Channel,SNR,RSSI,Type,Hops,Data
"3/10, 11:11 PM","0xFC to MU79","","","","TRACEROUTE","",""
"3/10, 11:01 PM","MFMP","0","MQTT","","POSITION_APP","4 / 5","(38.142, -120.403) 1029m asl"
"3/10, 11:11 PM","0xFC to MFMP","","","","TRACEROUTE","",""
"3/10, 11:02 PM","!9522569","95","","","encrypted","5 / 5",""
"3/10, 11:02 PM","MT","0","","","NODEINFO_APP","1 / 7","MeshTerminal (ke6uop)"
"3/10, 11:03 PM","3600","0","","","TELEMETRY_APP","3 / 3","4.2V 101%"
"3/10, 11:03 PM","ee2c","0","-11.5","-122","NODEINFO_APP","","Meshtastic ee2c"
"3/10, 11:04 PM","ffa8","0","MQTT","","POSITION_APP","3 / 7","(38.286, -120.285) 1476m asl"
"3/10, 11:13 PM","0xFC to ffa8","","","","TRACEROUTE","",""
"3/10, 11:04 PM","!b33da93d","175","","","encrypted","2 / 6",""
"3/10, 11:05 PM","970c","0","","","NODEINFO_APP","7 / 7","Meshtastic 970c"
"3/10, 11:05 PM","TM1","0","","","POSITION_APP","2 / 3","(37.513, -120.875) 40m asl"
"3/10, 11:05 PM","!fa6ba8dc","107","","","encrypted","6 / 7",""
"3/10, 11:05 PM","Mfeb","0","","","TELEMETRY_APP","3 / 3",""
"3/10, 11:05 PM","ffa8","0","MQTT","","TELEMETRY_APP","4 / 7","4.3V 101%"
"3/10, 11:06 PM","0xFC","0","","","TELEMETRY_APP","3 / 7",""
"3/10, 11:06 PM","22b8","0","MQTT","","POSITION_APP","4 / 7","(38.293, -120.275) 1435m asl"
"3/10, 11:16 PM","0xFC to 22b8","","","","TRACEROUTE","",""
"3/10, 11:06 PM","MT","0","6.25","-60","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 11:06 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/10, 11:07 PM","!4357ee0c","0","","","POSITION_APP","4 / 4","(37.490, -122.287) 250m asl"
"3/10, 11:07 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.754, -122.410) 20m asl"
"3/10, 11:17 PM","0xFC to U951","","","","TRACEROUTE","",""
"3/10, 11:07 PM","DOME","0","MQTT","","NODEINFO_APP","4 / 7","DOMEnet mesh.ersn.net"
"3/10, 11:17 PM","0xFC to DOME","","","","TRACEROUTE","",""
"3/10, 11:09 PM","!a5665697","0","","","TELEMETRY_APP","2 / 7","4.1V 92%"
"3/10, 11:10 PM","BIC","0","","","POSITION_APP","3 / 3",""
"3/10, 11:20 PM","0xFC to BIC","","","","TRACEROUTE","",""
"3/10, 11:10 PM","!b33da93d","175","","","encrypted","2 / 6",""
"3/10, 11:12 PM","A23G","0","MQTT","","POSITION_APP","4 / 5","(37.754, -122.413) 30m asl"
"3/10, 11:21 PM","0xFC to A23G","","","","TRACEROUTE","",""
"3/10, 11:12 PM","BIC to 0xFC","0","","","TRACEROUTE_APP","4 / 4","0xFC -> MT -> enfm -> RIPR -> DBLF -> BIC"
"3/10, 11:13 PM","P2NE","0","MQTT","","POSITION_APP","3 / 5",""
"3/10, 11:23 PM","0xFC to P2NE","","","","TRACEROUTE","",""
"3/10, 11:14 PM","P2NE to 0xFC","0","","","TRACEROUTE_APP","3 / 5","0xFC -> MT -> enrr -> P1NE -> P2NE"
"3/10, 11:15 PM","tree","0","","","POSITION_APP","3 / 3","(37.985, -120.403) 578m asl"
"3/10, 11:15 PM","Mfeb","0","","","POSITION_APP","2 / 3","(37.722, -121.132) 0m asl"
"3/10, 11:15 PM","U951","0","MQTT","","POSITION_APP","4 / 7","(37.754, -122.410) 20m asl"
"3/10, 11:15 PM","!b33da93d","175","","","encrypted","4 / 6",""
"3/10, 11:16 PM","P1NE","0","","","NODEINFO_APP","2 / 5","Pinebrook Solar"
"3/10, 11:16 PM","!34b4071d","214","","","encrypted","3 / 4",""
"3/10, 11:16 PM","MT","0","6","-60","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 11:17 PM","tblu","0","-11.75","-123","TELEMETRY_APP","0 / 5","3.6V 38%"
"3/10, 11:17 PM","8998","0","","","POSITION_APP","5 / 7","(37.254, -121.888) 55m asl"
"3/10, 11:27 PM","0xFC to 8998","","","","TRACEROUTE","",""
"3/10, 11:17 PM","TM1","0","","","POSITION_APP","3 / 3","(37.513, -120.875) 40m asl"
"3/10, 11:17 PM","!43596d5c","0","","","POSITION_APP","3 / 3","(37.723, -121.923) 119m asl"
"3/10, 11:27 PM","0xFC to TM1","","","","TRACEROUTE","",""
"3/10, 11:19 PM","Meek to !50b76922","0","6.25","-62","NODEINFO_APP","","Meekland Solar 🌞"
"3/10, 11:19 PM","f208","0","","","POSITION_APP","3 / 3","(37.356, -120.560) 52m asl"
"3/10, 11:29 PM","0xFC to f208","","","","TRACEROUTE","",""
"3/10, 11:19 PM","DVSC","0","","","POSITION_APP","5 / 7","(36.359, -119.669) 64m asl"
"3/10, 11:19 PM","f208 to 0xFC","0","","","TRACEROUTE_APP","2 / 5","0xFC -> MT -> enrr -> !969e448e -> !194911d9 -> 🌋 -> f208"
"3/10, 11:20 PM","P1NE","0","","","TELEMETRY_APP","2 / 5","4.1V 90%"
"3/10, 11:20 PM","🏡","0","","","TELEMETRY_APP","5 / 7","4.2V 98%"
"3/10, 11:21 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/10, 11:21 PM","MU79","0","","","POSITION_APP","6 / 7",""
"3/10, 11:31 PM","0xFC to MU79","","","","TRACEROUTE","",""
"3/10, 11:22 PM","Mfeb","0","","","POSITION_APP","2 / 3","(37.722, -121.132) 0m asl"
"3/10, 11:32 PM","0xFC to Mfeb","","","","TRACEROUTE","",""
"3/10, 11:23 PM","!fc5336de","0","","","POSITION_APP","3 / 7","(38.457, -121.346) 18m asl"
"3/10, 11:33 PM","0xFC to !fc5336de","","","","TRACEROUTE","",""
"3/10, 11:23 PM","DOME","0","MQTT","","POSITION_APP","4 / 7","(38.286, -120.285) 1453m asl"
"3/10, 11:33 PM","0xFC to DOME","","","","TRACEROUTE","",""
"3/10, 11:24 PM","!549f0794","0","","","TEXT_MESSAGE_APP","5 / 6",""
"3/10, 11:25 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.2V 97%"
"3/10, 11:26 PM","TWKE","0","","","TEXT_MESSAGE_APP","2 / 5",""
"3/10, 11:26 PM","MT","0","6","-61","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 11:27 PM","Mfeb","0","","","POSITION_APP","3 / 3","(37.722, -121.132) 0m asl"
"3/10, 11:27 PM","U951","0","MQTT","","POSITION_APP","5 / 7","(37.754, -122.410) 20m asl"
"3/10, 11:37 PM","0xFC to U951","","","","TRACEROUTE","",""
"3/10, 11:27 PM","!6983f48c","0","","","STORE_FORWARD_APP","5 / 7",""
"3/10, 11:29 PM","TM1","0","","","POSITION_APP","1 / 3","(37.513, -120.875) 40m asl"
"3/10, 11:29 PM","8b04","0","","","POSITION_APP","3 / 7","(37.932, -120.403) 474m asl"
"3/10, 11:39 PM","0xFC to 8b04","","","","TRACEROUTE","",""
"3/10, 11:29 PM","PRNT to BIC","0","","","NODEINFO_APP","4 / 5","MBT-R-PRNT"
"3/10, 11:30 PM","8998","0","","","POSITION_APP","5 / 7","(37.254, -121.888) 55m asl"
"3/10, 11:30 PM","!336780b0","0","","","POSITION_APP","4 / 7","(37.703, -122.441) 107m asl"
"3/10, 11:30 PM","!24c4dfdf","0","","","POSITION_APP","6 / 7","(36.307, -119.144) 124m asl"
"3/10, 11:31 PM","RIPR","0","","","TELEMETRY_APP","2 / 3","4.1V 96%"
"3/10, 11:31 PM","22b8","0","MQTT","","POSITION_APP","4 / 7",""
"3/10, 11:41 PM","0xFC to 22b8","","","","TRACEROUTE","",""
"3/10, 11:32 PM","!6983f450","0","","","POSITION_APP","6 / 6","(38.647, -121.222) 82m asl"
"3/10, 11:32 PM","!acaa96f0","0","","","TELEMETRY_APP","7 / 7","4.3V 101%"
"3/10, 11:32 PM","MP","0","","","TELEMETRY_APP","2 / 7","4.1V 90%"
"3/10, 11:33 PM","MYR1 to !1ebc35b9","0","","","NODEINFO_APP","","Enorym_346c"
"3/10, 11:33 PM","!f3787512","0","","","TELEMETRY_APP","5 / 5",""
"3/10, 11:34 PM","!4357ee0c","0","","","POSITION_APP","4 / 4",""
"3/10, 11:43 PM","0xFC to !4357ee0c","","","","TRACEROUTE","",""
"3/10, 11:34 PM","TWKE","0","","","TELEMETRY_APP","3 / 5",""
"3/10, 11:34 PM","!cb8bd6f","0","","","TELEMETRY_APP","5 / 5","4.1V 95%"
"3/10, 11:34 PM","Bee1","0","","","NODEINFO_APP","3 / 3","Bee1"
"3/10, 11:35 PM","A23G","0","MQTT","","POSITION_APP","4 / 5","(37.754, -122.413) 30m asl"
"3/10, 11:44 PM","0xFC to A23G","","","","TRACEROUTE","",""
"3/10, 11:35 PM","!ac259c2d","0","","","POSITION_APP","6 / 7","(37.775, -122.447) 157m asl"
"3/10, 11:36 PM","Mfeb","0","","","TELEMETRY_APP","3 / 3",""
"3/10, 11:36 PM","PRNT to A23G","0","","","NODEINFO_APP","5 / 5","MBT-R-PRNT"
"3/10, 11:36 PM","f208","0","","","POSITION_APP","2 / 3",""
"3/10, 11:36 PM","DVSC","0","","","POSITION_APP","5 / 7",""
"3/10, 11:46 PM","0xFC to DVSC","","","","TRACEROUTE","",""
"3/10, 11:36 PM","MT","0","6.25","-60","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 11:36 PM","MYR1 to DVSC","0","","","NODEINFO_APP","","Enorym_346c"
"3/10, 11:36 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/10, 11:37 PM","Yagi","0","","","TELEMETRY_APP","4 / 7","4.1V 92%"
"3/10, 11:37 PM","WB6T to Yagi","0","","","NODEINFO_APP","3 / 3","WB6TOU"
"3/10, 11:37 PM","DVSC to MYR1","0","","","NODEINFO_APP","4 / 7","DV T1000"
"3/10, 11:37 PM","8c32","0","","","TELEMETRY_APP","3 / 5","4.1V 90%"
"3/10, 11:38 PM","MFMP","0","","","NODEINFO_APP","1 / 5","MFM Portable"
"3/10, 11:47 PM","0xFC to MFMP","","","","TRACEROUTE","",""
"3/10, 11:38 PM","SLD1 to !afd2bef","0","","","NODEINFO_APP","1 / 7","SierraLD1"
"3/10, 11:38 PM","PMOK","0","","","NODEINFO_APP","3 / 3","PeakMesh Oakley"
"3/10, 11:40 PM","zszs","0","","","NODEINFO_APP","6 / 6","ZsaZsa"
"3/10, 11:40 PM","GG01","0","","","POSITION_APP","2 / 5","(37.985, -120.403) 629m asl"
"3/10, 11:40 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.2V 97%"
"3/10, 11:40 PM","🏡","0","","","TELEMETRY_APP","4 / 7",""
"3/10, 11:40 PM","MYR1 to 🏡","0","-17","-127","NODEINFO_APP","","Enorym_346c"
"3/10, 11:41 PM","3XXL","0","","","NODEINFO_APP","5 / 6","Meshstastic! Router"
"3/10, 11:41 PM","hypn","0","","","POSITION_APP","6 / 7","(36.756, -119.810) 90m asl"
"3/10, 11:41 PM","P1NE","0","","","TELEMETRY_APP","3 / 5",""
"3/10, 11:42 PM","!43f442a4","0","","","TELEMETRY_APP","5 / 5",""
"3/10, 11:42 PM","DBLF","0","","","TELEMETRY_APP","1 / 3","0.0V 101%"
"3/10, 11:42 PM","!6983f48c","0","","","STORE_FORWARD_APP","5 / 7",""
"3/10, 11:43 PM","22b8","0","MQTT","","TELEMETRY_APP","4 / 7","4.2V 100%"
"3/10, 11:43 PM","MFMG","0","MQTT","","POSITION_APP","4 / 5","(38.142, -120.403) ?m asl"
"3/10, 11:53 PM","0xFC to MFMG","","","","TRACEROUTE","",""
"3/10, 11:45 PM","!a6167de","0","","","POSITION_APP","6 / 7","(38.561, -121.451) 13m asl"
"3/10, 11:45 PM","MT","0","6","-56","TEXT_MESSAGE_APP","0 / 7",""
"3/10, 11:45 PM","!43b79e2c","0","","","POSITION_APP","3 / 3","(37.631, -120.757) 34m asl"
"3/10, 11:45 PM","MFMS","0","","","NODEINFO_APP","2 / 7","MFM Solar"
"3/10, 11:45 PM","TM1","0","","","POSITION_APP","1 / 3",""
"3/10, 11:55 PM","0xFC to TM1","","","","TRACEROUTE","",""
"3/10, 11:46 PM","8b04","0","","","POSITION_APP","4 / 7",""
"3/10, 11:56 PM","0xFC to 8b04","","","","TRACEROUTE","",""
"3/10, 11:46 PM","!15aa9389","0","","","POSITION_APP","5 / 7","(37.408, -121.871) 40m asl"
"3/10, 11:46 PM","WB6T to !15aa9389","0","","","NODEINFO_APP","3 / 3","WB6TOU"
"3/10, 11:46 PM","MT","0","6","-57","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 11:47 PM","3600 to !a2e9fa4c","0","","","NODEINFO_APP","3 / 3","jnetb-3600"
"3/10, 11:47 PM","vAPe","0","","","POSITION_APP","7 / 7","(36.884, -119.774) 108m asl"
"3/10, 11:48 PM","f63c","0","","","POSITION_APP","6 / 7","(39.177, -121.228) 432m asl"
"3/10, 11:48 PM","MYR1 to !3b46a11c","0","","","NODEINFO_APP","","Enorym_346c"
"3/10, 11:51 PM","!f3787512","0","","","TELEMETRY_APP","5 / 5",""
"3/10, 11:51 PM","Mfeb","0","","","POSITION_APP","2 / 3","(37.722, -121.132) 0m asl"
"3/11, 12:00 AM","0xFC to Mfeb","","","","TRACEROUTE","",""
"3/10, 11:51 PM","RIPR to !fc5336de","0","","","NODEINFO_APP","3 / 3","Ripon_Router"
"3/10, 11:51 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/10, 11:53 PM","WB6T to Beef","0","","","NODEINFO_APP","3 / 3","WB6TOU"
"3/10, 11:53 PM","TWKE","0","","","TELEMETRY_APP","3 / 5",""
"3/10, 11:53 PM","St35","0","","","POSITION_APP","5 / 7","(37.251, -121.818) 66m asl"
"3/10, 11:54 PM","!cb8bd6f","0","","","TELEMETRY_APP","5 / 5",""
"3/10, 11:54 PM","Mfeb","0","","","TELEMETRY_APP","3 / 3",""
"3/10, 11:54 PM","Mfeb","0","","","TELEMETRY_APP","2 / 3","4.1V 92%"
"3/10, 11:55 PM","MFMG","0","MQTT","","NODEINFO_APP","4 / 5","Murphys GPS Tracker"
"3/10, 11:55 PM","STN1","0","","","TELEMETRY_APP","1 / 7",""
"3/10, 11:55 PM","zszs","0","","","NODEINFO_APP","6 / 6",""
"3/10, 11:55 PM","STN1","0","","","TELEMETRY_APP","6 / 7","4.2V 97%"
"3/10, 11:56 PM","37ac","139","","","encrypted","6 / 7",""
"3/10, 11:56 PM","BMR","0","","","TELEMETRY_APP","3 / 3","4.2V 99%"
"3/10, 11:56 PM","HA0","0","","","TELEMETRY_APP","4 / 7","4.1V 97%"
"3/10, 11:56 PM","MT","0","6","-57","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 11:56 PM","!ac259c2d","0","","","POSITION_APP","4 / 7","(37.775, -122.447) 157m asl"
"3/11, 12:06 AM","0xFC to !ac259c2d","","","","TRACEROUTE","",""
"3/10, 11:57 PM","!43b79e2c","0","","","POSITION_APP","3 / 3","(37.631, -120.757) 34m asl"
"3/10, 11:57 PM","vAPe","0","","","POSITION_APP","6 / 7","(36.726, -119.721) 4555m asl"
"3/11, 12:07 AM","0xFC to !43b79e2c","","","","TRACEROUTE","",""
"3/11, 12:07 AM","0xFC to vAPe","","","","TRACEROUTE","",""
"3/10, 11:57 PM","!6983f48c","0","","","STORE_FORWARD_APP","5 / 7",""
"3/10, 11:58 PM","🏖","0","","","NODEINFO_APP","5 / 5","SumnerHill@eescobar.com"
"3/10, 11:58 PM","!276f9005","0","","","TELEMETRY_APP","5 / 6","4.3V 101%"
"3/10, 11:58 PM","WB6T to !276f9005","0","","","NODEINFO_APP","3 / 3","WB6TOU"
"3/10, 11:58 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.754, -122.410) 20m asl"
"3/11, 12:08 AM","0xFC to U951","","","","TRACEROUTE","",""
"3/10, 11:58 PM","AB01","0","","","TELEMETRY_APP","7 / 7","4.3V 100%"
"3/10, 11:59 PM","37ac","139","","","encrypted","6 / 7",""
"3/11, 12:01 AM","RIPR","0","","","TELEMETRY_APP","2 / 3","4.1V 96%"
"3/11, 12:02 AM","TM1","0","","","POSITION_APP","1 / 3","(37.513, -120.875) 40m asl"
"3/11, 12:11 AM","0xFC to TM1","","","","TRACEROUTE","",""
"3/11, 12:02 AM","RIPR to !34a5bb81","0","","","NODEINFO_APP","1 / 3","Ripon_Router"
"3/11, 12:02 AM","🦝","0","","","TELEMETRY_APP","5 / 5","0.0V 101%"
"3/11, 12:03 AM","8998","0","","","POSITION_APP","5 / 7","(37.254, -121.888) 55m asl"
"3/11, 12:13 AM","0xFC to 8998","","","","TRACEROUTE","",""
"3/11, 12:03 AM","TM1 to 0xFC","0","","","TRACEROUTE_APP","2 / 3","0xFC -> MT -> enfm -> !e33132c0 -> TM1"
"3/11, 12:04 AM","🦝","0","","","TELEMETRY_APP","4 / 5",""
"3/11, 12:04 AM","🌋","0","","","TELEMETRY_APP","1 / 3",""
"3/11, 12:04 AM","37cf to !ac259c2d","0","-11.75","-123","NODEINFO_APP","","Meshtastic Valentine"
"3/11, 12:05 AM","hypn","0","","","NODEINFO_APP","6 / 7","hypno"
"3/11, 12:14 AM","0xFC to hypn","","","","TRACEROUTE","",""
"3/11, 12:05 AM","TM1","0","","","NODEINFO_APP","2 / 3","Turlock Mesh #1"
"3/11, 12:05 AM","P2NE","0","","","NODEINFO_APP","3 / 5","Pinebrook Gateway"
"3/11, 12:06 AM","Mfeb","0","","","POSITION_APP","3 / 3","(37.722, -121.132) 0m asl"
"3/11, 12:15 AM","0xFC to Mfeb","","","","TRACEROUTE","",""
"3/11, 12:06 AM","Mfeb","0","","","TELEMETRY_APP","3 / 3",""
"3/11, 12:06 AM","DVSC","0","","","POSITION_APP","6 / 7","(36.359, -119.669) 43m asl"
"3/11, 12:16 AM","0xFC to DVSC","","","","TRACEROUTE","",""
"3/11, 12:06 AM","MT","0","6","-56","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/11, 12:06 AM","0xFC","0","","","TELEMETRY_APP","",""
"3/11, 12:07 AM","!18a22698","178","","","encrypted","7 / 7",""
"3/11, 12:07 AM","37ac","139","","","encrypted","5 / 7",""
"3/11, 12:08 AM","BIC","0","","","POSITION_APP","2 / 3","(38.037, -121.661) -16m asl"
"3/11, 12:08 AM","LBWS","0","","","NODEINFO_APP","4 / 5","ElembeMesh: Well Solar"
"3/11, 12:10 AM","8998","0","","","POSITION_APP","4 / 7","(37.254, -121.888) 55m asl"
"3/11, 12:10 AM","STN1","0","","","TELEMETRY_APP","1 / 7","4.2V 97%"
"3/11, 12:10 AM","WB6T","0","","","POSITION_APP","3 / 3","(38.137, -121.285) 15m asl"
"3/11, 12:10 AM","d3ec to !1d4842b6","0","","","NODEINFO_APP","3 / 3","Meshtastic d3ec"
"3/11, 12:10 AM","d903","0","","","NODEINFO_APP","7 / 7","ALPHA MAIN"
"3/11, 12:11 AM","!4373ad5","0","","","POSITION_APP","3 / 3","(37.631, -120.757) 27m asl"
"3/11, 12:12 AM","MU79","0","","","POSITION_APP","6 / 7","(38.008, -122.320) ?m asl"
"3/11, 12:22 AM","0xFC to MU79","","","","TRACEROUTE","",""
"3/11, 12:13 AM","!7c132b3e","0","","","TELEMETRY_APP","3 / 3","4.1V 90%"
"3/11, 12:13 AM","Mfeb","0","","","TELEMETRY_APP","3 / 3","4.1V 91%"
"3/11, 12:14 AM","!6983f450","0","","","POSITION_APP","6 / 6","(38.647, -121.222) 82m asl"
"3/11, 12:23 AM","0xFC to !6983f450","","","","TRACEROUTE","",""
"3/11, 12:15 AM","A23G","0","MQTT","","POSITION_APP","5 / 5","(37.754, -122.413) 30m asl"
"3/11, 12:24 AM","0xFC to A23G","","","","TRACEROUTE","",""
"3/11, 12:15 AM","U951","0","MQTT","","POSITION_APP","4 / 7","(37.754, -122.410) 20m asl"
"3/11, 12:25 AM","0xFC to U951","","","","TRACEROUTE","",""
"3/11, 12:16 AM","PAPA","0","","","POSITION_APP","6 / 7","(37.251, -119.826) 474m asl"
"3/11, 12:16 AM","RIPR","0","","","TELEMETRY_APP","2 / 3","4.1V 96%"
"3/11, 12:16 AM","MT","0","6","-56","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/11, 12:17 AM","!34c438bd","143","","","encrypted","5 / 7",""
"3/11, 12:17 AM","!43b79e2c","0","","","POSITION_APP","2 / 3","(37.631, -120.757) 34m asl"
"3/11, 12:27 AM","0xFC to !43b79e2c","","","","TRACEROUTE","",""
"3/11, 12:18 AM","Mfeb","0","","","POSITION_APP","3 / 3","(37.722, -121.132) 0m asl"
"3/11, 12:18 AM","St35","0","","","POSITION_APP","6 / 7","(37.251, -121.818) 66m asl"
"3/11, 12:28 AM","0xFC to St35","","","","TRACEROUTE","",""
"3/11, 12:18 AM","!6983f48c","0","","","STORE_FORWARD_APP","7 / 7",""
"3/11, 12:18 AM","f208","0","","","POSITION_APP","2 / 3","(37.356, -120.560) 52m asl"
"3/11, 12:19 AM","!cc384cc7","0","","","TELEMETRY_APP","6 / 7","3.9V 70%"
"3/11, 12:19 AM","MYR1","0","-11","-122","NODEINFO_APP","","Enorym_346c"
"3/11, 12:20 AM","8b04","0","","","POSITION_APP","3 / 7","(37.932, -120.403) 474m asl"
"3/11, 12:30 AM","0xFC to 8b04","","","","TRACEROUTE","",""
"3/11, 12:20 AM","P1NE","0","","","TELEMETRY_APP","2 / 5","4.1V 90%"
"3/11, 12:21 AM","TM1","0","","","POSITION_APP","2 / 3","(37.513, -120.875) 40m asl"
"3/11, 12:21 AM","8998","0","","","POSITION_APP","6 / 7","(37.254, -121.888) 55m asl"
"3/11, 12:31 AM","0xFC to 8998","","","","TRACEROUTE","",""
"3/11, 12:21 AM","BMR","0","","","TELEMETRY_APP","2 / 3","4.2V 99%"
"3/11, 12:21 AM","0xFC","0","","","TELEMETRY_APP","",""
"3/11, 12:22 AM","GG01","0","","","POSITION_APP","1 / 5","(37.985, -120.403) 629m asl"
"3/11, 12:32 AM","0xFC to GG01","","","","TRACEROUTE","",""
"3/11, 12:22 AM","GG01 to 0xFC","0","","","TRACEROUTE_APP","1 / 4","0xFC -> MT -> enfm -> GG01"
"3/11, 12:23 AM","22b8","0","MQTT","","POSITION_APP","4 / 7","(38.293, -120.275) 1435m asl"
"3/11, 12:33 AM","0xFC to 22b8","","","","TRACEROUTE","",""
"3/11, 12:24 AM","22b8","0","MQTT","","TELEMETRY_APP","5 / 7","4.2V 100%"
"3/11, 12:24 AM","!ddb55258","0","","","TELEMETRY_APP","5 / 7","4.3V 101%"
"3/11, 12:25 AM","MFMS","0","MQTT","","NODEINFO_APP","5 / 7","MFM Solar"
"3/11, 12:25 AM","STN1","0","","","TELEMETRY_APP","4 / 7",""
"3/11, 12:25 AM","!34b4071d","214","","","encrypted","4 / 4",""
"3/11, 12:26 AM","LBSO","0","","","TELEMETRY_APP","5 / 5","4.3V 101%"
"3/11, 12:26 AM","WB6T to LBSO","0","","","NODEINFO_APP","3 / 3","WB6TOU"
"3/11, 12:35 AM","0xFC to WB6T","","","","TRACEROUTE","",""
"3/11, 12:26 AM","37ac","139","","","encrypted","6 / 7",""
"3/11, 12:26 AM","TM1","0","","","POSITION_APP","1 / 3","(37.513, -120.875) 40m asl"
"3/11, 12:26 AM","WB6T to 0xFC","0","","","TRACEROUTE_APP","3 / 3","0xFC -> MT -> enrr -> WB6T"
"3/11, 12:26 AM","MT","0","6.25","-57","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/11, 12:27 AM","enpl","0","","","POSITION_APP","3 / 7","(38.236, -120.342) 1148m asl"
"3/11, 12:27 AM","8998","0","","","POSITION_APP","6 / 7","(37.254, -121.888) 55m asl"
"3/11, 12:28 AM","a8fc","0","","","NODEINFO_APP","3 / 7","Monarch2112"
"3/11, 12:29 AM","U951","0","MQTT","","POSITION_APP","5 / 7","(37.754, -122.410) 20m asl"
"3/11, 12:30 AM","Mfeb","0","","","POSITION_APP","3 / 3","(37.722, -121.132) 0m asl"
"3/11, 12:39 AM","0xFC to Mfeb","","","","TRACEROUTE","",""
"3/11, 12:31 AM","Mfeb","0","","","TELEMETRY_APP","3 / 3","4.1V 91%"
"3/11, 12:31 AM","RIPR","0","","","TELEMETRY_APP","2 / 3","4.1V 96%"
"3/11, 12:31 AM","BOOM","0","","","NODEINFO_APP","5 / 5","m.organic.k"
"3/11, 12:31 AM","Api2 to !e1b022d2","0","","","NODEINFO_APP","5 / 5","Apimesh-02"
"3/11, 12:31 AM","RM","0","","","POSITION_APP","5 / 6","(36.831, -119.826) 37m asl"
"3/11, 12:32 AM","MP","0","","","TELEMETRY_APP","2 / 7","4.1V 90%"
