Date,Nodes,Channel,SNR,RSSI,Type,Hops,Data
"3/10, 7:42 PM","MT","0","6.25","-48","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 7:42 PM","!9ea29e24","212","","","encrypted","7 / 7",""
"3/10, 7:43 PM","!39d307f7","178","","","encrypted","6 / 7",""
"3/10, 7:43 PM","enfm","0","","","POSITION_APP","1 / 7","(38.161, -120.424) 1024m asl"
"3/10, 7:43 PM","8998","0","","","POSITION_APP","4 / 7","(37.254, -121.888) 55m asl"
"3/10, 7:44 PM","TN2","0","","","NODEINFO_APP","5 / 7","Meshtastic TN2"
"3/10, 7:44 PM","!fc5336de","0","","","POSITION_APP","5 / 7","(38.457, -121.346) 21m asl"
"3/10, 7:44 PM","!b6253e97","0","","","POSITION_APP","3 / 4","(36.861, -119.740) 110m asl"
"3/10, 7:45 PM","!d4ef3b8f","0","","","POSITION_APP","3 / 3","(37.991, -121.746) 30m asl"
"3/10, 7:45 PM","!b33da93d","175","","","encrypted","3 / 6",""
"3/10, 7:46 PM","STN1","0","","","TELEMETRY_APP","1 / 7",""
"3/10, 7:46 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.2V 98%"
"3/10, 7:46 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.754, -122.410) 20m asl"
"3/10, 7:47 PM","enfm","0","-12.25","-123","TELEMETRY_APP","0 / 7","4.2V 99%"
"3/10, 7:47 PM","MT","0","6.25","-47","TEXT_MESSAGE_APP","0 / 7",""
"3/10, 7:47 PM","!a20a112c","0","","","TELEMETRY_APP","2 / 3","0.0V 101%"
"3/10, 7:47 PM","!39d307f7","178","","","encrypted","5 / 7",""
"3/10, 7:48 PM","!699c9e80","0","","","POSITION_APP","3 / 5","(36.831, -119.878) 81m asl"
"3/10, 7:48 PM","WB6T to !699c9e80","0","","","NODEINFO_APP","2 / 3","WB6TOU"
"3/10, 7:48 PM","WB6T","0","","","TELEMETRY_APP","2 / 3","4.2V 97%"
"3/10, 7:49 PM","!4373ad5","0","","","POSITION_APP","3 / 3","(37.631, -120.757) 27m asl"
"3/10, 7:49 PM","!43b63f44","0","","","POSITION_APP","5 / 5","(37.754, -122.456) 189m asl"
"3/10, 7:49 PM","enpl","0","","","NODEINFO_APP","2 / 7","ERSN Pinebrook Lake"
"3/10, 7:49 PM","Red2","0","","","POSITION_APP","6 / 7","(37.985, -122.343) 6m asl"
"3/10, 7:50 PM","!e618d2df","0","","","TELEMETRY_APP","3 / 3","4.1V 92%"
"3/10, 7:50 PM","MFMG","0","","","TELEMETRY_APP","1 / 5","4.3V 101%"
"3/10, 7:51 PM","!43578558","0","","","POSITION_APP","2 / 5","(38.235, -120.339) 1187m asl"
"3/10, 7:51 PM","RIPR","0","","","TELEMETRY_APP","2 / 3","4.1V 96%"
"3/10, 7:52 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/10, 7:52 PM","MT","0","5.5","-51","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 7:52 PM","Luck to !a2e9fa4c","0","-12","-122","NODEINFO_APP","","Meshtastic Luckys CV"
"3/10, 7:52 PM","AB01","0","","","TELEMETRY_APP","5 / 7","4.3V 100%"
"3/10, 7:54 PM","MU79","0","","","POSITION_APP","7 / 7","(38.008, -122.320) ?m asl"
"3/10, 7:58 PM","0xFC to MU79","","","","TRACEROUTE","",""
"3/10, 7:54 PM","8b04","0","","","POSITION_APP","3 / 7","(37.932, -120.403) 474m asl"
"3/10, 7:54 PM","MU79 to MYR1","0","","","NODEINFO_APP","4 / 7","MU79"
"3/10, 7:54 PM","8b04","0","","","NODEINFO_APP","6 / 7","Meshtastic 8b04"
"3/10, 7:59 PM","0xFC to 8b04","","","","TRACEROUTE","",""
"3/10, 7:55 PM","!1ebc35b9","0","-14.75","-125","POSITION_APP","","(37.670, -122.080) 159m asl"
"3/10, 7:55 PM","8b04 to 0xFC","0","","","TRACEROUTE_APP","3 / 5","0xFC -> MT -> !32967b35 -> !5c3940b3 -> 8b04"
"3/10, 7:56 PM","!36db1550","0","","","POSITION_APP","3 / 3","(38.037, -122.552) 34m asl"
"3/10, 7:56 PM","8c32","0","","","NODEINFO_APP","2 / 5","Pinebrook Kirt"
"3/10, 7:56 PM","mdt","0","","","NODEINFO_APP","3 / 3","mfedt"
"3/10, 7:57 PM","!43b79e2c","0","","","POSITION_APP","2 / 3","(37.631, -120.757) 34m asl"
"3/10, 7:57 PM","WB6T","0","","","POSITION_APP","2 / 3","(38.137, -121.285) 15m asl"
"3/10, 7:57 PM","!b33da93d","175","","","encrypted","2 / 6",""
"3/10, 7:58 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.754, -122.410) 20m asl"
"3/10, 8:02 PM","0xFC to U951","","","","TRACEROUTE","",""
"3/10, 7:58 PM","!f7fb4242","0","","","POSITION_APP","6 / 7","(38.778, -123.018) 151m asl"
"3/10, 7:58 PM","!180ce245","0","MQTT","","POSITION_APP","7 / 7","(36.756, -119.803) 91m asl"
"3/10, 7:59 PM","!a2eb4184","0","","","POSITION_APP","4 / 4","(37.311, -121.951) 25m asl"
"3/10, 7:59 PM","BIC","0","","","POSITION_APP","2 / 3","(38.037, -121.661) -16m asl"
"3/10, 8:03 PM","0xFC to BIC","","","","TRACEROUTE","",""
"3/10, 7:59 PM","!fa6ba8dc","107","","","encrypted","5 / 7",""
"3/10, 8:00 PM","MFMG","0","MQTT","","NODEINFO_APP","3 / 5","Murphys GPS Tracker"
"3/10, 8:02 PM","!d4ef3b8f","0","","","POSITION_APP","3 / 3","(37.991, -121.746) 30m asl"
"3/10, 8:06 PM","0xFC to !d4ef3b8f","","","","TRACEROUTE","",""
"3/10, 8:02 PM","MT","0","6.75","-48","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 8:02 PM","!f3787512","0","","","TELEMETRY_APP","5 / 5",""
"3/10, 8:03 PM","BRVM","0","","","NODEINFO_APP","5 / 5","BlueRidge@VisaliaMesh.com"
"3/10, 8:04 PM","!5aeeaad1","0","","","TELEMETRY_APP","2 / 7","3.9V 70%"
"3/10, 8:04 PM","!699c9e80","0","","","POSITION_APP","5 / 5","(36.831, -119.878) 96m asl"
"3/10, 8:08 PM","0xFC to !699c9e80","","","","TRACEROUTE","",""
"3/10, 8:04 PM","!6983f450","0","","","POSITION_APP","6 / 6","(38.647, -121.222) 82m asl"
"3/10, 8:05 PM","362d","0","","","NODEINFO_APP","3 / 3","Meshtastic 362d"
"3/10, 8:05 PM","MU79","0","","","POSITION_APP","5 / 7","(38.008, -122.320) ?m asl"
"3/10, 8:06 PM","RIPR","0","","","TELEMETRY_APP","1 / 3","4.1V 96%"
"3/10, 8:06 PM","!c08b1304","0","","","TELEMETRY_APP","4 / 7","4.3V 101%"
"3/10, 8:06 PM","!442cc1db","0","","","TELEMETRY_APP","4 / 5",""
"3/10, 8:07 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/10, 8:07 PM","SLD1","0","","","TELEMETRY_APP","2 / 7","4.3V 101%"
"3/10, 8:07 PM","!e618d2df","0","","","POSITION_APP","2 / 3","(37.722, -121.132) 0m asl"
"3/10, 8:07 PM","A23G to !ba35091c","0","MQTT","","NODEINFO_APP","3 / 4","Alabama 23 Gateway"
"3/10, 8:11 PM","0xFC to A23G","","","","TRACEROUTE","",""
"3/10, 8:08 PM","A23G","0","MQTT","","POSITION_APP","5 / 5","(37.754, -122.413) 30m asl"
"3/10, 8:08 PM","!581098bc","0","","","TELEMETRY_APP","3 / 5","4.2V 97%"
"3/10, 8:08 PM","TM1","0","","","POSITION_APP","1 / 3","(37.513, -120.875) 40m asl"
"3/10, 8:08 PM","U951","0","MQTT","","NODEINFO_APP","3 / 7","ERSN Dan (WROU951)"
"3/10, 8:08 PM","3600","0","","","TELEMETRY_APP","3 / 3","4.2V 101%"
"3/10, 8:08 PM","MYR1 to 3600","0","","","NODEINFO_APP","","Enorym_346c"
"3/10, 8:09 PM","!4ed1e10c","0","","","POSITION_APP","5 / 7","(37.408, -121.137) -423m asl"
"3/10, 8:10 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.754, -122.410) 20m asl"
"3/10, 8:10 PM","C138","0","","","POSITION_APP","4 / 7","(37.775, -121.242) 4m asl"
"3/10, 8:10 PM","!acaa96f0","0","","","POSITION_APP","6 / 7","(36.884, -119.774) 115m asl"
"3/10, 8:11 PM","C138 to !da574cf0","0","","","NODEINFO_APP","3 / 5","Meatpuppet Mobile"
"3/10, 8:15 PM","0xFC to C138","","","","TRACEROUTE","",""
"3/10, 8:11 PM","!9e8cf627","0","","","TELEMETRY_APP","6 / 7",""
"3/10, 8:12 PM","!c3f922b8","0","MQTT","","POSITION_APP","3 / 7","(38.293, -120.275) 1435m asl"
"3/10, 8:16 PM","0xFC to !c3f922b8","","","","TRACEROUTE","",""
"3/10, 8:12 PM","MT","0","6.25","-49","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 8:12 PM","!c3f922b8","0","MQTT","","TELEMETRY_APP","3 / 7","4.2V 100%"
"3/10, 8:12 PM","DOME","0","MQTT","","NODEINFO_APP","3 / 7","DOMEnet mesh.ersn.net"
"3/10, 8:13 PM","!336780b0","0","","","POSITION_APP","6 / 7","(37.703, -122.441) 135m asl"
"3/10, 8:17 PM","0xFC to !336780b0","","","","TRACEROUTE","",""
"3/10, 8:14 PM","!e618d2df","0","","","TELEMETRY_APP","3 / 3","4.1V 92%"
"3/10, 8:18 PM","0xFC to !e618d2df","","","","TRACEROUTE","",""
"3/10, 8:15 PM","8b04","0","","","POSITION_APP","4 / 7","(37.932, -120.403) 474m asl"
"3/10, 8:15 PM","8998","0","","","NODEINFO_APP","7 / 7","K6RPT"
"3/10, 8:20 PM","0xFC to 8998","","","","TRACEROUTE","",""
"3/10, 8:15 PM","Bee1","0","","","NODEINFO_APP","3 / 3","Bee1"
"3/10, 8:16 PM","!12f5a45","0","","","TELEMETRY_APP","5 / 5","3.7V 44%"
"3/10, 8:16 PM","MFMP","0","","","POSITION_APP","1 / 5","(38.142, -120.403) 1029m asl"
"3/10, 8:16 PM","!7fc7aa52","0","","","TELEMETRY_APP","2 / 3","4.1V 94%"
"3/10, 8:16 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.2V 98%"
"3/10, 8:17 PM","STN1","0","","","TELEMETRY_APP","1 / 7",""
"3/10, 8:18 PM","!c8242056","0","","","POSITION_APP","3 / 3","(37.985, -122.500) 60m asl"
"3/10, 8:22 PM","0xFC to !c8242056","","","","TRACEROUTE","",""
"3/10, 8:18 PM","!b6253e97","0","","","POSITION_APP","3 / 4","(36.861, -119.740) 101m asl"
"3/10, 8:18 PM","!6983f48c","0","","","TELEMETRY_APP","5 / 7","4.2V 100%"
"3/10, 8:18 PM","OC5F","0","MQTT","","NODEINFO_APP","3 / 5","ERSN OC5F"
"3/10, 8:23 PM","0xFC to !b6253e97","","","","TRACEROUTE","",""
"3/10, 8:19 PM","!d6e6722c","0","","","POSITION_APP","5 / 7","(37.251, -121.818) 66m asl"
"3/10, 8:19 PM","!a2e9fa4c","0","","","POSITION_APP","4 / 4","(37.775, -122.395) 103m asl"
"3/10, 8:19 PM","MU79","0","","","POSITION_APP","4 / 7","(38.008, -122.320) ?m asl"
"3/10, 8:19 PM","BIC","0","","","POSITION_APP","3 / 3","(38.037, -121.661) -16m asl"
"3/10, 8:23 PM","0xFC to MU79","","","","TRACEROUTE","",""
"3/10, 8:24 PM","0xFC to BIC","","","","TRACEROUTE","",""
"3/10, 8:20 PM","8c32","0","","","TELEMETRY_APP","3 / 5","4.1V 90%"
"3/10, 8:22 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/10, 8:22 PM","MT","0","5.5","-49","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 8:22 PM","!ccaa4c08","1","","","encrypted","3 / 4",""
"3/10, 8:23 PM","!25b36872","0","","","TELEMETRY_APP","1 / 3",""
"3/10, 8:23 PM","DOME","0","MQTT","","TELEMETRY_APP","4 / 7","4.4V 101%"
"3/10, 8:23 PM","!a66402e3","0","","","POSITION_APP","2 / 5","(37.985, -120.403) 629m asl"
"3/10, 8:27 PM","0xFC to !a66402e3","","","","TRACEROUTE","",""
"3/10, 8:23 PM","!a66402e3 to 0xFC","0","","","TRACEROUTE_APP","1 / 5","0xFC -> MT -> !32967b35 -> !5c3940b3 -> !a66402e3"
"3/10, 8:24 PM","RIPR","0","","","TELEMETRY_APP","1 / 3","4.1V 96%"
"3/10, 8:24 PM","MFMS","0","","","TELEMETRY_APP","2 / 7","4.1V 101%"
"3/10, 8:24 PM","!398312f5","0","","","POSITION_APP","3 / 3","(37.303, -122.080) 0m asl"
"3/10, 8:25 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.754, -122.410) 20m asl"
"3/10, 8:29 PM","0xFC to U951","","","","TRACEROUTE","",""
"3/10, 8:26 PM","362d","0","","","TELEMETRY_APP","3 / 3","4.2V 100%"
"3/10, 8:26 PM","!b33da93d","175","","","encrypted","2 / 6",""
"3/10, 8:26 PM","A23G","0","MQTT","","NODEINFO_APP","3 / 5","Alabama 23 Gateway"
"3/10, 8:31 PM","0xFC to A23G","","","","TRACEROUTE","",""
"3/10, 8:26 PM","!b5aded91","0","","","POSITION_APP","4 / 6","(37.985, -122.343) ?m asl"
"3/10, 8:27 PM","🧺","0","MQTT","","TELEMETRY_APP","3 / 3","4.1V 95%"
"3/10, 8:28 PM","!a2e99b78","0","","","TELEMETRY_APP","4 / 5","0.0V 101%"
"3/10, 8:28 PM","3600 to !a2e9fa4c","0","","","NODEINFO_APP","3 / 3","jnetb-3600"
"3/10, 8:28 PM","WB6T","0","","","NODEINFO_APP","2 / 3","WB6TOU"
"3/10, 8:33 PM","0xFC to WB6T","","","","TRACEROUTE","",""
"3/10, 8:29 PM","DOME","0","MQTT","","POSITION_APP","3 / 7","(38.286, -120.285) 1453m asl"
"3/10, 8:29 PM","!a2e99b78","0","","","TELEMETRY_APP","4 / 5",""
"3/10, 8:29 PM","8b04","0","","","POSITION_APP","4 / 7","(37.932, -120.403) 474m asl"
"3/10, 8:29 PM","WB6T to 0xFC","0","","","TRACEROUTE_APP","2 / 3","0xFC -> all -> !32967b35 -> WB6T"
"3/10, 8:29 PM","MFMP","0","","","NODEINFO_APP","3 / 5","MFM Portable"
"3/10, 8:33 PM","0xFC to MFMP","","","","TRACEROUTE","",""
"3/10, 8:29 PM","MFMP to 0xFC","0","MQTT","","TRACEROUTE_APP","3 / 4","0xFC -> MT -> enfm -> MFMP"
"3/10, 8:30 PM","A23G","0","MQTT","","POSITION_APP","3 / 5","(37.754, -122.413) 30m asl"
"3/10, 8:30 PM","!34b4071d","214","","","encrypted","2 / 4",""
"3/10, 8:30 PM","STN1","0","","","TELEMETRY_APP","3 / 7","4.2V 98%"
"3/10, 8:31 PM","STN1","0","","","TELEMETRY_APP","1 / 7",""
"3/10, 8:31 PM","!a79d25f7","0","","","POSITION_APP","3 / 3","(37.985, -121.713) -8m asl"
"3/10, 8:32 PM","MT","0","6.5","-53","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 8:32 PM","AB01","0","","","TELEMETRY_APP","4 / 7","4.3V 100%"
"3/10, 8:33 PM","MU79","0","","","POSITION_APP","7 / 7","(38.008, -122.320) ?m asl"
"3/10, 8:33 PM","MYR1","0","-18","-128","POSITION_APP","","(37.705, -122.425) 85m asl"
"3/10, 8:33 PM","MFMS","0","","","NODEINFO_APP","1 / 7","MFM Solar"
"3/10, 8:34 PM","!b33da93d","175","","","encrypted","2 / 6",""
"3/10, 8:34 PM","!5c3940b3","0","-15.5","-126","TELEMETRY_APP","0 / 5","3.6V 39%"
"3/10, 8:35 PM","MT","0","6","-47","TELEMETRY_APP","0 / 7","4.2V 101%"
"3/10, 8:35 PM","!34a5bb81","0","","","POSITION_APP","7 / 7","(37.461, -122.154) 12m asl"
"3/10, 8:36 PM","8998","0","","","POSITION_APP","7 / 7","(37.254, -121.888) 55m asl"
"3/10, 8:40 PM","0xFC to 8998","","","","TRACEROUTE","",""
"3/10, 8:37 PM","!6983f48c","0","","","STORE_FORWARD_APP","4 / 7",""
"3/10, 8:37 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.754, -122.410) 20m asl"
"3/10, 8:37 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/10, 8:37 PM","f208","0","","","POSITION_APP","3 / 3","(37.356, -120.560) 48m asl"
"3/10, 8:41 PM","0xFC to f208","","","","TRACEROUTE","",""
"3/10, 8:37 PM","MP","0","","","TELEMETRY_APP","2 / 7","4.1V 90%"
"3/10, 8:37 PM","!e618d2df","0","","","TELEMETRY_APP","2 / 3",""
"3/10, 8:42 PM","0xFC to !e618d2df","","","","TRACEROUTE","",""
"3/10, 8:38 PM","!43596d5c","0","","","POSITION_APP","3 / 3","(37.723, -121.923) 119m asl"
"3/10, 8:38 PM","8998","0","","","POSITION_APP","6 / 7","(37.254, -121.888) 55m asl"
"3/10, 8:39 PM","BRVM","0","","","TELEMETRY_APP","5 / 5","4.2V 97%"
"3/10, 8:39 PM","MFMQ","0","","","POSITION_APP","2 / 4","(38.142, -120.403) 1038m asl"
"3/10, 8:40 PM","!a20a112c","0","","","TELEMETRY_APP","1 / 3",""
"3/10, 8:40 PM","HRWT","0","","","NODEINFO_APP","6 / 7","KG6NLW T1000 bayme.sh"
"3/10, 8:40 PM","!43f442a4","0","","","TELEMETRY_APP","5 / 5","3.9V 101%"
"3/10, 8:41 PM","a17c","0","","","TELEMETRY_APP","4 / 7","4.3V 101%"
"3/10, 8:41 PM","RIPR","0","","","TELEMETRY_APP","1 / 3","4.1V 96%"
"3/10, 8:41 PM","!336780b0","0","MQTT","","POSITION_APP","7 / 7","(37.703, -122.441) 158m asl"
"3/10, 8:46 PM","0xFC to !336780b0","","","","TRACEROUTE","",""
"3/10, 8:41 PM","TM1","0","","","POSITION_APP","1 / 3","(37.513, -120.875) 40m asl"
"3/10, 8:42 PM","!d4ef3b8f","0","","","POSITION_APP","3 / 3","(37.991, -121.746) 30m asl"
"3/10, 8:46 PM","0xFC to TM1","","","","TRACEROUTE","",""
"3/10, 8:47 PM","0xFC to !d4ef3b8f","","","","TRACEROUTE","",""
"3/10, 8:42 PM","!4ed1e10c","0","","","POSITION_APP","7 / 7","(36.884, -119.774) 105m asl"
"3/10, 8:47 PM","0xFC to !4ed1e10c","","","","TRACEROUTE","",""
"3/10, 8:44 PM","MYR1","0","-14.5","-125","TELEMETRY_APP","","4.1V 85%"
"3/10, 8:44 PM","MFMG","0","","","POSITION_APP","1 / 5","(38.142, -120.403) ?m asl"
"3/10, 8:44 PM","ee2c","0","-11.5","-123","NODEINFO_APP","","Meshtastic ee2c"
"3/10, 8:44 PM","!a6167de","0","","","POSITION_APP","5 / 7","(38.561, -121.451) 13m asl"
"3/10, 8:44 PM","BIC","0","","","POSITION_APP","2 / 3","(38.037, -121.661) -16m asl"
"3/10, 8:49 PM","0xFC to BIC","","","","TRACEROUTE","",""
"3/10, 8:45 PM","3600","0","","","TELEMETRY_APP","3 / 3","4.2V 101%"
"3/10, 8:45 PM","!69842be0","0","","","POSITION_APP","5 / 7","(37.251, -119.826) 474m asl"
"3/10, 8:49 PM","0xFC to !69842be0","","","","TRACEROUTE","",""
"3/10, 8:45 PM","!43578558","0","","","POSITION_APP","2 / 5","(38.235, -120.339) 1187m asl"
"3/10, 8:50 PM","0xFC to !43578558","","","","TRACEROUTE","",""
"3/10, 8:45 PM","!e2e5ffc8","132","","","encrypted","4 / 7",""
"3/10, 8:46 PM","STN1","0","","","TELEMETRY_APP","1 / 7",""
"3/10, 8:46 PM","STN1","0","","","TELEMETRY_APP","1 / 7","4.2V 98%"
"3/10, 8:46 PM","!39d307f7","178","","","encrypted","7 / 7",""
"3/10, 8:46 PM","U951","0","MQTT","","POSITION_APP","3 / 7","(37.754, -122.410) 20m asl"
"3/10, 8:50 PM","0xFC to U951","","","","TRACEROUTE","",""
"3/10, 8:47 PM","HA0","0","","","TELEMETRY_APP","1 / 7","4.2V 98%"
"3/10, 8:47 PM","!b5aded91","0","","","POSITION_APP","5 / 6","(37.985, -122.343) ?m asl"
"3/10, 8:51 PM","0xFC to !b5aded91","","","","TRACEROUTE","",""
"3/10, 8:48 PM","!c3f922b8","0","MQTT","","POSITION_APP","3 / 7","(38.293, -120.275) 1435m asl"
"3/10, 8:52 PM","0xFC to !c3f922b8","","","","TRACEROUTE","",""
"3/10, 8:48 PM","MYR1","0","-14.5","-125","POSITION_APP","","(37.705, -122.425) 85m asl"
"3/10, 8:48 PM","!c3f922b8","0","MQTT","","TELEMETRY_APP","3 / 7","4.2V 100%"
"3/10, 8:48 PM","!5aeeaad1","0","","","POSITION_APP","2 / 7","(37.932, -120.612) 303m asl"
"3/10, 8:48 PM","🦅 to !4edc245b","0","","","NODEINFO_APP","5 / 5","KO6BOU_T1000e"
"3/10, 8:49 PM","!b33da93d","175","","","encrypted","4 / 6",""
"3/10, 8:49 PM","8b04","0","","","POSITION_APP","4 / 7","(37.932, -120.403) 474m asl"
"3/10, 8:50 PM","!e618d2df","0","","","POSITION_APP","2 / 3","(37.722, -121.132) 0m asl"
"3/10, 8:50 PM","a17c","0","","","POSITION_APP","5 / 7","(37.303, -122.028) 89m asl"
"3/10, 8:51 PM","!19ece8c8","0","","","TELEMETRY_APP","6 / 7","3.8V 58%"
"3/10, 8:51 PM","!ac259c2d","0","","","POSITION_APP","6 / 7","(37.775, -122.447) 157m asl"
"3/10, 8:51 PM","!b33da93d","175","","","encrypted","3 / 6",""
"3/10, 8:52 PM","0xFC","0","","","TELEMETRY_APP","",""
"3/10, 8:52 PM","!581098bc","0","","","TELEMETRY_APP","2 / 5",""
"3/10, 8:52 PM","MT","0","7.25","-48","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 8:52 PM","!b6253e97","0","","","POSITION_APP","4 / 4","(36.861, -119.740) 103m asl"
"3/10, 8:56 PM","0xFC to !b6253e97","","","","TRACEROUTE","",""
"3/10, 8:52 PM","!699c9e80","0","","","POSITION_APP","3 / 5","(36.831, -119.878) 122m asl"
"3/10, 8:57 PM","0xFC to !699c9e80","","","","TRACEROUTE","",""
"3/10, 8:53 PM","!6984ffa8","0","MQTT","","POSITION_APP","3 / 7","(38.286, -120.285) 1460m asl"
"3/10, 8:53 PM","!b33da93d","175","","","encrypted","3 / 6",""
"3/10, 8:54 PM","MYR1","0","-14.25","-125","NODEINFO_APP","","Enorym_346c"
"3/10, 8:55 PM","MU79","0","","","POSITION_APP","4 / 7","(38.008, -122.320) ?m asl"
"3/10, 8:59 PM","0xFC to MU79","","","","TRACEROUTE","",""
"3/10, 8:55 PM","!a038f63c","0","","","POSITION_APP","3 / 7","(39.177, -121.228) 432m asl"
"3/10, 8:55 PM","PRNT to MU79","0","","","NODEINFO_APP","4 / 5","MBT-R-PRNT"
"3/10, 8:55 PM","!c8242056","0","","","POSITION_APP","3 / 3","(37.985, -122.500) 60m asl"
"3/10, 9:00 PM","0xFC to !c8242056","","","","TRACEROUTE","",""
"3/10, 8:58 PM","U951","0","MQTT","","POSITION_APP","4 / 7","(37.754, -122.410) 20m asl"
"3/10, 8:59 PM","ee2c","0","-13.75","-125","TELEMETRY_APP","","4.0V 83%"
"3/10, 8:59 PM","MYR1","0","-13.5","-124","TELEMETRY_APP","","4.1V 89%"
"3/10, 9:00 PM","!398312f5","0","","","POSITION_APP","3 / 3","(37.303, -122.080) 0m asl"
"3/10, 9:04 PM","0xFC to !398312f5","","","","TRACEROUTE","",""
"3/10, 9:00 PM","!a66402e3","0","","","POSITION_APP","2 / 5","(37.985, -120.403) 629m asl"
"3/10, 9:01 PM","RIPR","0","","","TELEMETRY_APP","2 / 3","4.1V 95%"
"3/10, 9:01 PM","BIC","0","","","NODEINFO_APP","3 / 3","Bethel Island Ca"
"3/10, 9:05 PM","0xFC to BIC","","","","TRACEROUTE","",""
"3/10, 9:02 PM","MT","0","6.25","-48","NODEINFO_APP","0 / 7","MeshTerminal (ke6uop)"
"3/10, 9:02 PM","a17c","0","","","POSITION_APP","6 / 7","(37.303, -122.028) 89m asl"
"3/10, 9:06 PM","0xFC to a17c","","","","TRACEROUTE","",""
"3/10, 9:02 PM","WB6T","0","","","POSITION_APP","2 / 3","(38.137, -121.285) 15m asl"
"3/10, 9:02 PM","TM1","0","","","NODEINFO_APP","3 / 3","Turlock Mesh #1"
"3/10, 9:07 PM","0xFC to TM1","","","","TRACEROUTE","",""
"3/10, 9:03 PM","!ac259c2d","0","","","TELEMETRY_APP","6 / 7","3.8V 51%"
"3/10, 9:03 PM","MYR1","0","-17","-128","POSITION_APP","","(37.705, -122.425) 85m asl"
"3/10, 9:03 PM","!ac259c2d","0","","","POSITION_APP","6 / 7","(37.775, -122.447) 157m asl"
"3/10, 9:07 PM","0xFC to !ac259c2d","","","","TRACEROUTE","",""
"3/10, 9:04 PM","TM1 to 0xFC","0","","","TRACEROUTE_APP","1 / 3","0xFC -> MT -> enfm -> !e33132c0 -> TM1"
